route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
COR,72985-0000001-0,15331542,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331514,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331515,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331543,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331518,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331521,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331545,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331522,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331523,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331546,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331524,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331529,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331547,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331530,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331534,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331544,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331533,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331549,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331553,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331548,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331554,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331559,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331557,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331560,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331564,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331565,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331568,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331572,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331569,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331573,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331576,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331578,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331577,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331582,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331583,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331585,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331588,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72985-0000001-0,15331589,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72985-0000001-0,15331541,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331516,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331517,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331536,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331520,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331519,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331537,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331526,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331528,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331538,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331525,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331527,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331539,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331532,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331531,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331540,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331535,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331551,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331552,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331550,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331555,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331556,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331558,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331562,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331563,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331561,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331566,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331567,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331571,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331570,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331574,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331575,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331579,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331580,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331581,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331584,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331587,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72985-0000001-0,15331586,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72985-0000001-0,15331590,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,7298753-1111100-53,15331417,"Broadway Pier",0,East,COMMUTER,,1,2,Brdwy Pier
COR,7298753-1111100-53,15331418,"Broadway Pier",0,East,COMMUTER,,1,2,Brdwy Pier
COR,7298753-1111100-53,15331419,"Broadway Pier",0,East,COMMUTER,,1,2,Brdwy Pier
COR,7298753-1111100-53,15331420,"Broadway Pier",0,East,COMMUTER,,1,2,Brdwy Pier
COR,7298753-1111100-53,15331421,"Broadway Pier",0,East,COMMUTER,,1,2,Brdwy Pier
COR,7298753-1111100-53,15331422,"Broadway Pier",0,East,COMMUTER,,1,2,Brdwy Pier
COR,72987-1111100-0,15331361,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331333,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331362,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331363,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331334,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331364,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331365,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331335,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331366,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331367,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331336,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331368,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331369,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331337,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331370,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331371,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331338,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331372,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331373,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331339,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331374,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331375,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331340,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331376,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331377,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331341,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331378,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331379,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331342,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331380,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331381,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331343,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331382,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331383,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331344,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331384,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331385,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72987-1111100-0,15331345,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72987-1111100-0,15331386,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,7298755-1111100-55,15331387,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,7298755-1111100-55,15331346,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,7298755-1111100-55,15331388,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,7298753-1111100-53,15331423,"Coronado",1,West,COMMUTER,,1,2,Coronado
COR,7298753-1111100-53,15331424,"Coronado",1,West,COMMUTER,,1,2,Coronado
COR,7298753-1111100-53,15331425,"Coronado",1,West,COMMUTER,,1,2,Coronado
COR,7298753-1111100-53,15331426,"Coronado",1,West,COMMUTER,,1,2,Coronado
COR,7298753-1111100-53,15331427,"Coronado",1,West,COMMUTER,,1,2,Coronado
COR,7298753-1111100-53,15331428,"Coronado",1,West,COMMUTER,,1,2,Coronado
COR,72987-1111100-0,15331347,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331389,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331390,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331348,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331391,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331392,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331349,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331393,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331394,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331350,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331395,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331396,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331351,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331397,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331398,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331352,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331399,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331400,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331353,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331401,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331402,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331354,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331403,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331404,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331355,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331405,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331406,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331356,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331407,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331408,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331357,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331409,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331410,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331358,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331411,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331412,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331359,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72987-1111100-0,15331413,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72987-1111100-0,15331414,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,7298755-1111100-55,15331360,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,7298755-1111100-55,15331415,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,7298755-1111100-55,15331416,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331429,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331499,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331430,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331431,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331500,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331432,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331433,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331501,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331434,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331435,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331502,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331436,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331437,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331503,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331438,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331439,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331504,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331440,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331441,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331505,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331442,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331443,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331506,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331444,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331445,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331507,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331446,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331447,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331508,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331448,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331449,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331509,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331450,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331451,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331510,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331452,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331453,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331511,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331454,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331455,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331512,"Broadway Pier",0,East,BROADWAY,,1,2,Brdwy Pier
COR,72986-0000010-0,15331456,"5th Ave Landing",0,East,5TH AVE,,1,2,5th Ave Landing
COR,72986-0000010-0,15331485,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72986-0000010-0,15331457,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331458,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331486,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72986-0000010-0,15331459,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331460,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331487,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72986-0000010-0,15331461,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331462,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331488,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72986-0000010-0,15331463,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331464,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331489,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72986-0000010-0,15331465,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331466,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331490,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72986-0000010-0,15331467,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331468,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331491,"Coronado",1,West,BROADWAY,,1,2,Coronado
COR,72986-0000010-0,15331469,"Coronado",1,West,5TH AVE,,1,2,Coronado
COR,72986-0000010-0,15331470,"Coronado",1,West,5TH AVE,,1,2,Coronado
